BEGIN_DAY,MARKET_TYPE,STOCK_ID_NM,INDUSTRY_TYPE,STOCK_ID
1962/02/09,上市,1101　台泥,水泥工業,1101
1962/06/08,上市,1102　亞泥,水泥工業,1102
1969/11/14,上市,1103　嘉泥,水泥工業,1103
1971/02/01,上市,1104　環泥,水泥工業,1104
1990/06/06,上市,1108　幸福,水泥工業,1108
1991/12/05,上市,1109　信大,水泥工業,1109
1994/10/22,上市,1110　東泥,水泥工業,1110
1962/02/09,上市,1201　味全,食品工業,1201
1964/08/24,上市,1203　味王,食品工業,1203
1978/05/20,上市,1210　大成,食品工業,1210
1981/04/10,上市,1213　大飲,食品工業,1213
1987/07/27,上市,1215　卜蜂,食品工業,1215
1987/12/28,上市,1216　統一,食品工業,1216
1989/10/28,上市,1217　愛之味,食品工業,1217
1989/11/11,上市,1218　泰山,食品工業,1218
1990/12/01,上市,1219　福壽,食品工業,1219
1991/11/20,上市,1220　台榮,食品工業,1220
1993/09/27,上市,1225　福懋油,食品工業,1225
1994/04/09,上市,1227　佳格,食品工業,1227
1976/07/19,上市,1229　聯華,食品工業,1229
1995/11/02,上市,1231　聯華食,食品工業,1231
1996/02/09,上市,1232　大統益,食品工業,1232
1999/01/20,上市,1233　天仁,食品工業,1233
1999/03/12,上市,1234　黑松,食品工業,1234
2000/09/11,上市,1235　興泰,食品工業,1235
2001/09/17,上市,1236　宏亞,食品工業,1236
2016/03/17,上市,1256　鮮活果汁-KY,食品工業,1256
2014/01/16,上市,1262　綠悅-KY,其他業,1262
1964/07/27,上市,1301　台塑,塑膠工業,1301
1967/11/05,上市,1303　南亞,塑膠工業,1303
1972/05/20,上市,1304　台聚,塑膠工業,1304
1973/03/05,上市,1305　華夏,塑膠工業,1305
1985/11/23,上市,1307　三芳,塑膠工業,1307
1986/06/20,上市,1308　亞聚,塑膠工業,1308
1986/06/27,上市,1309　台達化,塑膠工業,1309
1987/08/06,上市,1310　台苯,塑膠工業,1310
1988/12/21,上市,1312　國喬,塑膠工業,1312
1989/03/27,上市,1313　聯成,塑膠工業,1313
1991/07/12,上市,1314　中石化,塑膠工業,1314
1992/05/09,上市,1315　達新,塑膠工業,1315
1992/10/15,上市,1316　上曜,化學工業,1316
1994/12/12,上市,1319　東陽,塑膠工業,1319
1999/01/26,上市,1321　大洋,塑膠工業,1321
2000/09/11,上市,1323　永裕,塑膠工業,1323
2000/09/11,上市,1324　地球,塑膠工業,1324
2000/09/11,上市,1325　恆大,塑膠工業,1325
1984/12/20,上市,1326　台化,塑膠工業,1326
2011/07/01,上市,1337　再生-KY,塑膠工業,1337
2012/12/19,上市,1338　廣華-KY,汽車工業,1338
2012/04/24,上市,1339　昭輝,塑膠工業,1339
2013/12/06,上市,1340　勝悅-KY,塑膠工業,1340
2018/12/24,上市,1341　富林-KY,塑膠工業,1341
1967/04/14,上市,1402　遠東新,紡織纖維,1402
1973/08/31,上市,1409　新纖,紡織纖維,1409
1973/10/18,上市,1410　南染,紡織纖維,1410
1975/12/23,上市,1413　宏洲,紡織纖維,1413
1976/02/02,上市,1414　東和,紡織纖維,1414
1976/04/20,上市,1416　廣豐,紡織纖維,1416
1976/12/28,上市,1417　嘉裕,紡織纖維,1417
1977/02/14,上市,1418　東華,紡織纖維,1418
1977/03/14,上市,1419　新紡,紡織纖維,1419
1979/04/02,上市,1423　利華,紡織纖維,1423
1982/07/26,上市,1432　大魯閣,貿易百貨業,1432
1985/12/24,上市,1434　福懋,紡織纖維,1434
1987/12/28,上市,1435　中福,其他業,1435
1988/04/11,上市,1436　華友聯,建材營造業,1436
1988/11/10,上市,1437　勤益控,其他業,1437
1988/12/15,上市,1438　裕豐,建材營造業,1438
1989/05/22,上市,1439　中和,紡織纖維,1439
1989/10/03,上市,1440　南紡,紡織纖維,1440
1989/10/27,上市,1441　大東,紡織纖維,1441
1989/11/16,上市,1442　名軒,建材營造業,1442
1990/04/21,上市,1443　立益,紡織纖維,1443
1990/08/08,上市,1444　力麗,紡織纖維,1444
1991/02/05,上市,1445　大宇,紡織纖維,1445
1991/10/15,上市,1446　宏和,紡織纖維,1446
1992/01/28,上市,1447　力鵬,紡織纖維,1447
1992/03/12,上市,1449　佳和,紡織纖維,1449
1992/12/21,上市,1451　年興,紡織纖維,1451
1992/12/28,上市,1452　宏益,紡織纖維,1452
1993/04/19,上市,1453　大將,紡織纖維,1453
1993/05/07,上市,1454　台富,紡織纖維,1454
1993/10/07,上市,1455　集盛,紡織纖維,1455
1993/12/09,上市,1456　怡華,紡織纖維,1456
1994/10/20,上市,1457　宜進,紡織纖維,1457
1994/10/26,上市,1459　聯發,紡織纖維,1459
1995/04/28,上市,1460　宏遠,紡織纖維,1460
1996/12/05,上市,1463　強盛,紡織纖維,1463
1997/01/18,上市,1464　得力,紡織纖維,1464
1997/09/08,上市,1465　偉全,紡織纖維,1465
1998/04/04,上市,1466　聚隆,紡織纖維,1466
1998/12/21,上市,1467　南緯,紡織纖維,1467
1999/01/21,上市,1468　昶和,紡織纖維,1468
1999/05/21,上市,1470　大統新創,紡織纖維,1470
2000/03/06,上市,1471　首利,電子零組件業,1471
2000/09/11,上市,1472　三洋紡,紡織纖維,1472
2000/09/11,上市,1473　台南,紡織纖維,1473
2000/10/31,上市,1474　弘裕,紡織纖維,1474
2000/10/27,上市,1475　本盟,紡織纖維,1475
2001/04/18,上市,1476　儒鴻,紡織纖維,1476
2003/01/21,上市,1477　聚陽,紡織纖維,1477
1969/12/15,上市,1503　士電,電機機械,1503
1973/11/05,上市,1504　東元,電機機械,1504
1980/08/11,上市,1506　正道,電機機械,1506
1989/11/09,上市,1507　永大,電機機械,1507
1994/01/28,上市,1512　瑞利,電機機械,1512
1994/03/08,上市,1513　中興電,電機機械,1513
1994/03/26,上市,1514　亞力,電機機械,1514
1995/02/04,上市,1515　力山,電機機械,1515
1995/04/01,上市,1516　川飛,其他業,1516
1995/11/14,上市,1517　利奇,電機機械,1517
1997/04/16,上市,1519　華城,電機機械,1519
1997/10/06,上市,1521　大億,電機機械,1521
1997/10/06,上市,1522　堤維西,電機機械,1522
1998/10/30,上市,1524　耿鼎,電機機械,1524
1999/05/15,上市,1525　江申,電機機械,1525
2000/03/27,上市,1526　日馳,電機機械,1526
2000/06/21,上市,1527　鑽全,電機機械,1527
2000/09/11,上市,1528　恩德,電機機械,1528
2000/09/11,上市,1529　樂士,電機機械,1529
2000/09/11,上市,1530　亞崴,電機機械,1530
2000/09/11,上市,1531　高林股,電機機械,1531
2016/07/01,上市,1532　勤美,電機機械,1532
2001/04/06,上市,1533　車王電,電機機械,1533
2001/09/17,上市,1535　中宇,電機機械,1535
2001/09/17,上市,1536　和大,電機機械,1536
2002/01/22,上市,1537　廣隆,電機機械,1537
2002/08/26,上市,1538　正峰新,電機機械,1538
2002/10/29,上市,1539　巨庭,電機機械,1539
2002/08/26,上市,1540　喬福,電機機械,1540
2003/03/19,上市,1541　錩泰,電機機械,1541
2014/12/23,上市,1558　伸興,電機機械,1558
2005/01/31,上市,1560　中砂,電機機械,1560
2014/05/14,上市,1568　倉佑,電機機械,1568
2009/12/17,上市,1582　信錦,電子零組件業,1582
2008/01/24,上市,1583　程泰,電機機械,1583
2018/04/16,上市,1587　吉茂,電機機械,1587
2012/04/27,上市,1589　永冠-KY,電機機械,1589
2010/12/13,上市,1590　亞德客-KY,電機機械,1590
2014/10/16,上市,1592　英瑞-KY,電機機械,1592
2016/09/20,上市,1598　岱宇,生技醫療業,1598
1968/06/03,上市,1603　華電,電器電纜,1603
1970/12/14,上市,1604　聲寶,電器電纜,1604
1972/11/03,上市,1605　華新,電器電纜,1605
1988/07/11,上市,1608　華榮,電器電纜,1608
1988/12/12,上市,1609　大亞,電器電纜,1609
1990/01/16,上市,1611　中電,電器電纜,1611
1993/05/08,上市,1612　宏泰,電器電纜,1612
1997/09/18,上市,1614　三洋電,電器電纜,1614
2000/03/30,上市,1615　大山,電器電纜,1615
2000/09/11,上市,1616　億泰,電器電纜,1616
2000/09/11,上市,1617　榮星,電器電纜,1617
2000/09/11,上市,1618　合機,電器電纜,1618
2013/03/21,上市,1626　艾美特-KY,電器電纜,1626
1962/02/09,上市,1701　中化,生技醫療業,1701
1973/05/30,上市,1702　南僑,食品工業,1702
1982/12/20,上市,1707　葡萄王,生技醫療業,1707
1986/06/16,上市,1708　東鹼,化學工業,1708
1986/07/03,上市,1709　和益,化學工業,1709
1987/10/21,上市,1710　東聯,化學工業,1710
1988/12/27,上市,1711　永光,化學工業,1711
1989/12/14,上市,1712　興農,化學工業,1712
1990/01/31,上市,1713　國化,化學工業,1713
1991/08/30,上市,1714　和桐,化學工業,1714
1994/03/31,上市,1717　長興,化學工業,1717
1963/12/02,上市,1718　中纖,化學工業,1718
1995/12/12,上市,1720　生達,生技醫療業,1720
1996/05/16,上市,1721　三晃,化學工業,1721
1998/03/24,上市,1722　台肥,化學工業,1722
1998/11/27,上市,1723　中碳,化學工業,1723
1995/03/30,上市,1724　台硝,化學工業,1724
2000/09/11,上市,1725　元禎,化學工業,1725
2000/09/11,上市,1726　永記,化學工業,1726
2000/09/11,上市,1727　中華化,化學工業,1727
2001/09/17,上市,1730　花仙子,化學工業,1730
2001/09/17,上市,1731　美吾華,生技醫療業,1731
2001/09/17,上市,1732　毛寶,化學工業,1732
2001/09/17,上市,1733　五鼎,生技醫療業,1733
2002/08/26,上市,1734　杏輝,生技醫療業,1734
2002/08/26,上市,1735　日勝化,化學工業,1735
2003/01/09,上市,1736　喬山,生技醫療業,1736
2003/11/18,上市,1737　臺鹽,食品工業,1737
2018/01/23,上市,1760　寶齡富錦,生技醫療業,1760
2010/12/20,上市,1762　中化生,生技醫療業,1762
2009/02/27,上市,1773　勝一,化學工業,1773
2016/05/09,上市,1776　展宇,化學工業,1776
2013/12/20,上市,1783　和康生,生技醫療業,1783
2013/11/12,上市,1786　科妍,生技醫療業,1786
2011/09/29,上市,1789　神隆,生技醫療業,1789
1973/07/20,上市,1802　台玻,玻璃陶瓷,1802
1989/10/20,上市,1805　寶徠,建材營造業,1805
1992/09/29,上市,1806　冠軍,玻璃陶瓷,1806
1994/10/26,上市,1808　潤隆,建材營造業,1808
1996/04/30,上市,1809　中釉,玻璃陶瓷,1809
1991/10/14,上市,1810　和成,玻璃陶瓷,1810
2013/10/24,上市,1817　凱撒衛,玻璃陶瓷,1817
1962/02/09,上市,1902　台紙,造紙工業,1902
1963/12/09,上市,1903　士紙,造紙工業,1903
1971/09/10,上市,1904　正隆,造紙工業,1904
1975/02/07,上市,1905　華紙,造紙工業,1905
1976/04/26,上市,1906　寶隆,造紙工業,1906
1977/02/22,上市,1907　永豐餘,造紙工業,1907
1985/11/19,上市,1909　榮成,造紙工業,1909
1974/12/26,上市,2002　中鋼,鋼鐵工業,2002
1988/07/13,上市,2006　東和鋼鐵,鋼鐵工業,2006
1988/10/04,上市,2007　燁興,鋼鐵工業,2007
1988/12/28,上市,2008　高興昌,鋼鐵工業,2008
1989/10/20,上市,2009　第一銅,鋼鐵工業,2009
1989/12/22,上市,2010　春源,鋼鐵工業,2010
1991/10/17,上市,2012　春雨,鋼鐵工業,2012
1992/01/21,上市,2013　中鋼構,鋼鐵工業,2013
1992/02/20,上市,2014　中鴻,鋼鐵工業,2014
1992/05/25,上市,2015　豐興,鋼鐵工業,2015
1992/11/02,上市,2017　官田鋼,鋼鐵工業,2017
1993/04/27,上市,2020　美亞,鋼鐵工業,2020
1995/03/27,上市,2022　聚亨,鋼鐵工業,2022
1995/07/28,上市,2023　燁輝,鋼鐵工業,2023
1995/12/30,上市,2024　志聯,鋼鐵工業,2024
1996/02/08,上市,2025　千興,鋼鐵工業,2025
1996/10/24,上市,2027　大成鋼,鋼鐵工業,2027
1996/12/13,上市,2028　威致,鋼鐵工業,2028
1997/01/11,上市,2029　盛餘,鋼鐵工業,2029
1998/12/24,上市,2030　彰源,鋼鐵工業,2030
2000/09/11,上市,2031　新光鋼,鋼鐵工業,2031
2000/09/11,上市,2032　新鋼,鋼鐵工業,2032
2000/09/11,上市,2033　佳大,鋼鐵工業,2033
2001/09/17,上市,2034　允強,鋼鐵工業,2034
2008/12/30,上市,2038　海光,鋼鐵工業,2038
2009/06/26,上市,2049　上銀,電機機械,2049
2008/06/25,上市,2059　川湖,電子零組件業,2059
2007/11/16,上市,2062　橋椿,其他業,2062
2016/03/22,上市,2069　運錩,鋼鐵工業,2069
1963/11/01,上市,2101　南港,橡膠工業,2101
1979/07/16,上市,2102　泰豐,橡膠工業,2102
1982/09/25,上市,2103　台橡,橡膠工業,2103
1986/07/15,上市,2104　國際中橡,橡膠工業,2104
1987/12/07,上市,2105　正新,橡膠工業,2105
1990/12/20,上市,2106　建大,橡膠工業,2106
1992/03/03,上市,2107　厚生,橡膠工業,2107
1992/10/27,上市,2108　南帝,橡膠工業,2108
2000/05/08,上市,2109　華豐,橡膠工業,2109
2010/12/29,上市,2114　鑫永銓,橡膠工業,2114
2013/12/25,上市,2115　六暉-KY,橡膠工業,2115
1976/07/08,上市,2201　裕隆,汽車工業,2201
1991/03/12,上市,2204　中華,汽車工業,2204
1996/07/29,上市,2206　三陽工業,汽車工業,2206
1997/02/25,上市,2207　和泰車,汽車工業,2207
2008/12/22,上市,2208　台船,航運業,2208
2004/12/21,上市,2227　裕日車,汽車工業,2227
2013/11/25,上市,2228　劍麟,電機機械,2228
2010/11/19,上市,2231　為升,電機機械,2231
2015/06/03,上市,2236　百達-KY,電機機械,2236
2016/01/27,上市,2239　英利-KY,汽車工業,2239
2017/09/27,上市,2243　宏旭-KY,汽車工業,2243
1995/11/17,上市,2301　光寶科,電腦及週邊設備業,2301
1985/01/15,上市,2302　麗正,半導體業,2302
1985/07/16,上市,2303　聯電,半導體業,2303
1988/10/21,上市,2305　全友,電腦及週邊設備業,2305
1988/12/19,上市,2308　台達電,電子零組件業,2308
1989/11/07,上市,2312　金寶,其他電子業,2312
1990/07/24,上市,2313　華通,電子零組件業,2313
1990/08/08,上市,2314　台揚,通信網路業,2314
1991/02/05,上市,2316　楠梓電,電子零組件業,2316
1991/06/18,上市,2317　鴻海,其他電子業,2317
1991/11/08,上市,2321　東訊,通信網路業,2321
1992/02/17,上市,2323　中環,光電業,2323
1992/02/18,上市,2324　仁寶,電腦及週邊設備業,2324
1993/10/22,上市,2327　國巨,電子零組件業,2327
1993/11/09,上市,2328　廣宇,電子零組件業,2328
1994/04/20,上市,2329　華泰,半導體業,2329
1994/09/05,上市,2330　台積電,半導體業,2330
1994/09/21,上市,2331　精英,電腦及週邊設備業,2331
1994/10/17,上市,2332　友訊,通信網路業,2332
1995/03/15,上市,2337　旺宏,半導體業,2337
1995/04/17,上市,2338　光罩,半導體業,2338
1995/05/02,上市,2340　光磊,光電業,2340
1995/09/19,上市,2342　茂矽,半導體業,2342
1995/10/18,上市,2344　華邦電,半導體業,2344
1995/11/15,上市,2345　智邦,通信網路業,2345
1995/12/13,上市,2347　聯強,電子通路業,2347
1996/01/05,上市,2348　海悅,其他業,2348
1996/04/23,上市,2349　錸德,光電業,2349
1996/04/25,上市,2351　順德,半導體業,2351
1996/07/22,上市,2352　佳世達,電腦及週邊設備業,2352
1996/09/18,上市,2353　宏碁,電腦及週邊設備業,2353
1996/10/08,上市,2354　鴻準,其他電子業,2354
1996/10/14,上市,2355　敬鵬,電子零組件業,2355
1996/11/13,上市,2356　英業達,電腦及週邊設備業,2356
1996/11/14,上市,2357　華碩,電腦及週邊設備業,2357
1996/12/18,上市,2358　廷鑫,其他業,2358
1996/12/19,上市,2359　所羅門,其他電子業,2359
1996/12/21,上市,2360　致茂,其他電子業,2360
1997/04/02,上市,2362　藍天,電腦及週邊設備業,2362
1997/08/01,上市,2363　矽統,半導體業,2363
1997/08/11,上市,2364　倫飛,電腦及週邊設備業,2364
1997/11/03,上市,2365　昆盈,電腦及週邊設備業,2365
1997/12/13,上市,2367　燿華,電子零組件業,2367
1998/03/09,上市,2368　金像電,電子零組件業,2368
1998/04/10,上市,2369　菱生,半導體業,2369
1962/02/09,上市,2371　大同,電機機械,2371
1991/08/01,上市,2373　震旦行,其他電子業,2373
1995/01/16,上市,2374　佳能,光電業,2374
1998/08/29,上市,2375　智寶,電子零組件業,2375
1998/09/24,上市,2376　技嘉,電腦及週邊設備業,2376
1998/10/31,上市,2377　微星,電腦及週邊設備業,2377
1998/10/26,上市,2379　瑞昱,半導體業,2379
1998/12/03,上市,2380　虹光,電腦及週邊設備業,2380
1999/01/08,上市,2382　廣達,電腦及週邊設備業,2382
1998/11/27,上市,2383　台光電,電子零組件業,2383
1999/01/05,上市,2385　群光,電子零組件業,2385
1999/01/25,上市,2387　精元,電腦及週邊設備業,2387
1999/03/05,上市,2388　威盛,半導體業,2388
1999/06/15,上市,2390　云辰,其他電子業,2390
1999/09/20,上市,2392　正崴,電子零組件業,2392
1999/11/04,上市,2393　億光,光電業,2393
1999/12/13,上市,2395　研華,電腦及週邊設備業,2395
2000/01/15,上市,2397　友通,電腦及週邊設備業,2397
1999/12/16,上市,2399　映泰,電腦及週邊設備業,2399
2000/01/27,上市,2401　凌陽,半導體業,2401
2000/01/14,上市,2402　毅嘉,電子零組件業,2402
2000/03/14,上市,2404　漢唐,其他電子業,2404
2000/03/17,上市,2405　浩鑫,電腦及週邊設備業,2405
2000/04/29,上市,2406　國碩,光電業,2406
2000/08/17,上市,2408　南亞科,半導體業,2408
2000/09/08,上市,2409　友達,光電業,2409
2000/10/27,上市,2412　中華電,通信網路業,2412
2000/09/11,上市,2413　環科,電子零組件業,2413
2000/09/11,上市,2414　精技,電子通路業,2414
2000/09/11,上市,2415　錩新,電子零組件業,2415
2000/09/11,上市,2417　圓剛,電腦及週邊設備業,2417
2000/09/11,上市,2419　仲琦,通信網路業,2419
2000/09/11,上市,2420　新巨,電子零組件業,2420
2000/09/11,上市,2421　建準,電子零組件業,2421
2000/09/11,上市,2423　固緯,其他電子業,2423
2000/09/11,上市,2424　隴華,電腦及週邊設備業,2424
2000/09/11,上市,2425　承啟,電腦及週邊設備業,2425
2000/09/11,上市,2426　鼎元,光電業,2426
2000/09/11,上市,2427　三商電,資訊服務業,2427
2000/09/11,上市,2428　興勤,電子零組件業,2428
2000/09/11,上市,2429　銘旺科,電子零組件業,2429
2000/09/11,上市,2430　燦坤,電子通路業,2430
2000/09/11,上市,2431　聯昌,電子零組件業,2431
2000/09/11,上市,2433　互盛電,其他電子業,2433
2000/09/11,上市,2434　統懋,半導體業,2434
2000/09/11,上市,2436　偉詮電,半導體業,2436
2000/09/11,上市,2438　翔耀,光電業,2438
2000/09/11,上市,2439　美律,通信網路業,2439
2000/11/10,上市,2440　太空梭,電子零組件業,2440
2000/10/26,上市,2441　超豐,半導體業,2441
2000/11/22,上市,2442　新美齊,電腦及週邊設備業,2442
2001/01/03,上市,2443　新利虹,其他業,2443
2000/12/08,上市,2444　兆勁,通信網路業,2444
2001/05/25,上市,2448　晶電,光電業,2448
2001/05/09,上市,2449　京元電子,半導體業,2449
2001/05/24,上市,2450　神腦,通信網路業,2450
2001/05/03,上市,2451　創見,半導體業,2451
2001/05/22,上市,2453　凌群,資訊服務業,2453
2001/07/23,上市,2454　聯發科,半導體業,2454
2002/01/24,上市,2455　全新,通信網路業,2455
2001/09/26,上市,2456　奇力新,電子零組件業,2456
2001/09/17,上市,2457　飛宏,電子零組件業,2457
2001/09/17,上市,2458　義隆,半導體業,2458
2001/09/17,上市,2459　敦吉,電子通路業,2459
2001/09/17,上市,2460　建通,電子零組件業,2460
2001/09/17,上市,2461　光群雷,其他電子業,2461
2001/09/17,上市,2462　良得電,電子零組件業,2462
2001/09/17,上市,2464　盟立,其他電子業,2464
2001/09/19,上市,2465　麗臺,電腦及週邊設備業,2465
2001/09/17,上市,2466　冠西電,光電業,2466
2001/09/17,上市,2467　志聖,電子零組件業,2467
2001/09/17,上市,2468　華經,資訊服務業,2468
2001/09/17,上市,2471　資通,資訊服務業,2471
2001/09/17,上市,2472　立隆電,電子零組件業,2472
2001/09/17,上市,2474　可成,其他電子業,2474
2001/09/17,上市,2475　華映,光電業,2475
2001/09/17,上市,2476　鉅祥,電子零組件業,2476
2001/09/17,上市,2477　美隆電,其他電子業,2477
2001/09/17,上市,2478　大毅,電子零組件業,2478
2001/09/17,上市,2480　敦陽科,資訊服務業,2480
2001/09/17,上市,2481　強茂,半導體業,2481
2001/09/17,上市,2482　連宇,其他電子業,2482
2001/09/17,上市,2483　百容,電子零組件業,2483
2001/09/17,上市,2484　希華,電子零組件業,2484
2001/09/17,上市,2485　兆赫,通信網路業,2485
2001/09/19,上市,2486　一詮,光電業,2486
2001/09/17,上市,2488　漢平,其他電子業,2488
2001/09/17,上市,2489　瑞軒,光電業,2489
2001/09/17,上市,2491　吉祥全,光電業,2491
2001/09/17,上市,2492　華新科,電子零組件業,2492
2002/01/23,上市,2493　揚博,電子零組件業,2493
2002/03/25,上市,2495　普安,其他電子業,2495
2002/03/08,上市,2496　卓越,通信網路業,2496
2002/02/04,上市,2497　怡利電,其他電子業,2497
2002/03/26,上市,2498　宏達電,通信網路業,2498
2002/02/19,上市,2499　東貝,光電業,2499
1967/10/28,上市,2501　國建,建材營造業,2501
1978/03/14,上市,2504　國產,建材營造業,2504
1979/11/14,上市,2505　國揚,建材營造業,2505
1980/02/02,上市,2506　太設,建材營造業,2506
1988/05/20,上市,2509　全坤建,建材營造業,2509
1991/04/24,上市,2511　太子,建材營造業,2511
1992/09/26,上市,2514　龍邦,其他業,2514
1993/03/02,上市,2515　中工,建材營造業,2515
1993/05/25,上市,2516　新建,建材營造業,2516
1993/10/27,上市,2520　冠德,建材營造業,2520
1994/10/18,上市,2524　京城,建材營造業,2524
1995/03/06,上市,2527　宏璟,建材營造業,2527
1995/03/10,上市,2528　皇普,建材營造業,2528
1995/10/12,上市,2530　華建,建材營造業,2530
1996/02/12,上市,2534　宏盛,建材營造業,2534
1996/03/11,上市,2535　達欣工,建材營造業,2535
1996/03/14,上市,2536　宏普,建材營造業,2536
1996/09/06,上市,2537　聯上發,建材營造業,2537
1996/11/01,上市,2538　基泰,建材營造業,2538
1997/07/16,上市,2539　櫻花建,建材營造業,2539
1989/12/26,上市,2540　愛山林,建材營造業,2540
1999/05/03,上市,2542　興富發,建材營造業,2542
1999/10/15,上市,2543　皇昌,建材營造業,2543
2000/09/11,上市,2545　皇翔,建材營造業,2545
2000/09/11,上市,2546　根基,建材營造業,2546
2000/12/22,上市,2547　日勝生,建材營造業,2547
2002/08/26,上市,2548　華固,建材營造業,2548
2010/03/26,上市,2597　潤弘,建材營造業,2597
1965/11/04,上市,2601　益航,貿易百貨業,2601
1987/09/21,上市,2603　長榮,航運業,2603
1989/12/08,上市,2605　新興,航運業,2605
1990/12/08,上市,2606　裕民,航運業,2606
1990/12/14,上市,2607　榮運,航運業,2607
1990/12/20,上市,2608　嘉里大榮,航運業,2608
1992/04/20,上市,2609　陽明,航運業,2609
1993/02/26,上市,2610　華航,航運業,2610
1993/10/28,上市,2611　志信,航運業,2611
1994/10/20,上市,2612　中航,航運業,2612
1995/01/20,上市,2613　中櫃,航運業,2613
1995/09/23,上市,2614　東森,貿易百貨業,2614
1996/05/16,上市,2615　萬海,航運業,2615
1997/11/08,上市,2616　山隆,油電燃氣業,2616
1998/06/24,上市,2617　台航,航運業,2617
2001/09/17,上市,2618　長榮航,航運業,2618
2018/02/22,上市,2630　亞航,航運業,2630
2016/10/27,上市,2633　台灣高鐵,航運業,2633
2014/08/25,上市,2634　漢翔,航運業,2634
2016/12/22,上市,2636　台驊投控,航運業,2636
2010/12/01,上市,2637　慧洋-KY,航運業,2637
2013/12/12,上市,2642　宅配通,航運業,2642
1965/03/22,上市,2701　萬企,觀光事業,2701
1965/02/14,上市,2702　華園,觀光事業,2702
1982/11/10,上市,2704　國賓,觀光事業,2704
1988/12/24,上市,2705　六福,觀光事業,2705
1991/06/25,上市,2706　第一店,觀光事業,2706
1998/03/09,上市,2707　晶華,觀光事業,2707
2013/12/03,上市,2712　遠雄來,觀光事業,2712
2012/03/14,上市,2722　夏都,觀光事業,2722
2010/11/22,上市,2723　美食-KY,觀光事業,2723
2012/03/06,上市,2727　王品,觀光事業,2727
2013/09/24,上市,2731　雄獅,觀光事業,2731
2016/05/19,上市,2739　寒舍,觀光事業,2739
2016/11/23,上市,2748　雲品,觀光事業,2748
1962/02/15,上市,2801　彰銀,金融保險業,2801
1983/07/20,上市,2809　京城銀,金融保險業,2809
1984/05/15,上市,2812　台中銀,金融保險業,2812
1992/05/05,上市,2816　旺旺保,金融保險業,2816
1994/10/26,上市,2820　華票,金融保險業,2820
1995/02/08,上市,2823　中壽,金融保險業,2823
1997/09/30,上市,2832　台產,金融保險業,2832
1998/01/03,上市,2834　臺企銀,金融保險業,2834
1998/05/18,上市,2836　高雄銀,金融保險業,2836
1998/06/29,上市,2838　聯邦銀,金融保險業,2838
1999/01/08,上市,2841　台開,建材營造業,2841
1998/11/27,上市,2845　遠東銀,金融保險業,2845
1999/09/27,上市,2849　安泰銀,金融保險業,2849
2000/05/22,上市,2850　新產,金融保險業,2850
2000/07/06,上市,2851　中再保,金融保險業,2851
2000/11/28,上市,2852　第一保,金融保險業,2852
2002/09/16,上市,2855　統一證,金融保險業,2855
2012/12/18,上市,2867　三商壽,金融保險業,2867
2001/12/19,上市,2880　華南金,金融保險業,2880
2001/12/19,上市,2881　富邦金,金融保險業,2881
2001/12/31,上市,2882　國泰金,金融保險業,2882
2001/12/28,上市,2883　開發金,金融保險業,2883
2002/01/28,上市,2884　玉山金,金融保險業,2884
2002/02/04,上市,2885　元大金,金融保險業,2885
2002/02/04,上市,2886　兆豐金,金融保險業,2886
2002/02/18,上市,2887　台新金,金融保險業,2887
2002/02/19,上市,2888　新光金,金融保險業,2888
2002/03/26,上市,2889　國票金,金融保險業,2889
2002/05/09,上市,2890　永豐金,金融保險業,2890
2002/05/17,上市,2891　中信金,金融保險業,2891
2003/01/02,上市,2892　第一金,金融保險業,2892
2017/05/05,上市,2897　王道銀行,金融保險業,2897
1976/05/07,上市,2901　欣欣,貿易百貨業,2901
1978/10/11,上市,2903　遠百,貿易百貨業,2903
1983/01/05,上市,2904　匯僑,其他業,2904
1988/09/19,上市,2905　三商,貿易百貨業,2905
1989/12/26,上市,2906　高林,貿易百貨業,2906
1993/02/18,上市,2908　特力,貿易百貨業,2908
1996/12/30,上市,2910　統領,貿易百貨業,2910
1997/01/18,上市,2911　麗嬰房,貿易百貨業,2911
1997/08/22,上市,2912　統一超,貿易百貨業,2912
1962/02/09,上市,2913　農林,貿易百貨業,2913
1977/07/20,上市,2915　潤泰全,貿易百貨業,2915
2012/12/07,上市,2923　鼎固-KY,建材營造業,2923
2013/12/30,上市,2929　淘帝-KY,貿易百貨業,2929
2016/09/26,上市,2936　客思達-KY,貿易百貨業,2936
2018/01/11,上市,2939　凱羿-KY,貿易百貨業,2939
2002/01/23,上市,3002　歐格,電腦及週邊設備業,3002
2002/02/19,上市,3003　健和興,電子零組件業,3003
2002/02/25,上市,3004　豐達科,鋼鐵工業,3004
2002/02/25,上市,3005　神基,電腦及週邊設備業,3005
2002/03/04,上市,3006　晶豪科,半導體業,3006
2002/03/11,上市,3008　大立光,光電業,3008
2002/07/22,上市,3010　華立,電子通路業,3010
2002/07/22,上市,3011　今皓,電子零組件業,3011
2002/09/16,上市,3013　晟銘電,電腦及週邊設備業,3013
2002/10/29,上市,3014　聯陽,半導體業,3014
2002/10/16,上市,3015　全漢,電子零組件業,3015
2002/12/24,上市,3016　嘉晶,半導體業,3016
2002/09/27,上市,3017　奇鋐,電腦及週邊設備業,3017
2002/08/26,上市,3018　同開,其他電子業,3018
2002/08/26,上市,3019　亞光,光電業,3019
